"the_geom","borocode","boroname","borocd","coundist","assemdist","stsendist","congdist","category","nearest_add","on_street","from_street","to_street","side_of_st","installation_date","asset_id","asset_subtype","latitude","longitude","siteid","ntaname","femafldz","femafldt","hrcevac"
"POINT (-74.07344753586587 40.61529776465575)","5","Staten Island","501","49","63","23","11",,"420 Tompkins Avenue","Tompkins Avenue","Chestnut Avenue","Shaughnessy Lane","W","2023-12-05T00:00:00.000","Color: Black (BB2-2023-1478)","BACKED 2.0","40.615306","-74.073449","SEAT.2023.0335","Rosebank-Shore Acres-Park Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.78481182567704 40.595151005042055)","4","Queens","414","31","31","10","5",,"411 Beach 54th Street","Beach Channel Drive","Beach 54 Street","Beach 58 Street","N","2019-02-05T00:00:00.000","Color: Leaning Bar (LB-Unkn-042)","LEANING BAR","40.59515925","-73.7848132","SEAT.2019.0040","Rockaway Beach-Arverne-Edgemere","AE",,"1"
"POINT (-73.82619649404593 40.76418535522361)","4","Queens","407","20","40","16","6",,"138-99 Northern Blvd","Northern Boulevard","Northern Boulevard","35 Avenue","S","2017-06-21T00:00:00.000","Color: Silver (BB2-2017-0198)","BACKED 2.0","40.76419363","-73.82619789","SEAT.2017.0116","Flushing-Willets Point","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-74.09591381660768 40.64201710240718)","5","Staten Island","501","49","61","23","11",,"Cassidy Place","Cassidy Place","Clinton Avenue","Lafayette Avenue",,"2014-06-05T00:00:00.000","Color: Silver (BB1-2014-1177)","BACKED 1.0","40.64202534","-74.09591529","SEAT.2014.0133","St. George-New Brighton","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.87335358638352 40.84098371349801)","2","Bronx","206","15","87","33","14",,"1186 E 180 Street","E 180 Street","Bronx Park Avenue","Morris Park Avenue","S","2025-05-23T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.840992","-73.873355","SEAT.2025.0178","West Farms","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.96147056324294 40.76002173280787)","1","Manhattan","108","5","73","28","12",,"401 E 60 Street","1 Avenue","E 59 Street","E 60 Street","E","2024-04-19T00:00:00.000","Color: Silver (BB1-2013-0667)","BACKED 2.0","40.76003","-73.961472","SEAT.2023.0877","Upper East Side-Lenox Hill-Roosevelt Island","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.84642944125001 40.6765111913738)","4","Queens","410","32","23","15","5",,"90-15 Sutter Avenue","Sutter Avenue","91 Street","90 Street","N","2014-12-02T00:00:00.000","Color: Black (BL2-2023-1842)","BACKLESS 2.0","40.67651945","-73.84643084","SEAT.2014.0357","Ozone Park","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.8263716014995 40.834711713183005)","2","Bronx","210","13","82","34","14",,"1120 Crosby Avenue","Crosby Avenue","Bruckner Boulevard","Baisley Avenue","E","2025-09-09T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.83472","-73.826373","SEAT.2025.0513","Throgs Neck-Schuylerville","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.94236793014021 40.668352219022815)","3","Brooklyn","309","35","43","20","9",,"310 Kingston Avenue","Kingston Avenue","President Street","Union Street","W","2013-06-20T00:00:00.000","Color: Silver (BB1-2013-0631)","BACKED 1.0","40.66836047","-73.94236936","SEAT.2013.0300","Crown Heights (South)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.92120202818882 40.66049746757816)","3","Brooklyn","317","41","58","19","9",,"1123 Clarkson Avenue","Clarkson Avenue","E 96 Street","E 95 Street","N","2015-01-14T00:00:00.000","Color: Silver (BL1-2015-0755)","BACKLESS 1.0","40.66050572","-73.92120345","SEAT.2015.0039","East Flatbush-Remsen Village","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.94235850882843 40.66587828181457)","3","Brooklyn","309","35","43","20","9",,"383 Kingston Avenue","Crown Street","Albany Avenue","Kingston Avenue","N","2012-07-27T00:00:00.000","Color: Silver (BB1-2012-0042)","BACKED 1.0","40.66588653","-73.94235993","SEAT.2012.0101","Crown Heights (South)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.95749212450487 40.761123018622726)","1","Manhattan","108","5","76","28","12",,"501 E 63 Street","E 63 Street","York Avenue","FDR Drive","N","2018-02-02T00:00:00.000","Color: Silver (BB2-2018-0416)","BACKED 2.0","40.76113129","-73.95749356","SEAT.2018.0054","Upper East Side-Lenox Hill-Roosevelt Island","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-74.1919584993644 40.5908727739082)","5","Staten Island","502","50","62","24","11",,"4162 Victory Boulevard","Victory Boulevard","Alberta Avenue","Roswell Avenue","S","2023-12-05T00:00:00.000","Color: Black (BB2-2023-1475)","BACKED 2.0","40.590881","-74.19196","SEAT.2023.0644","New Springville-Willowbrook-Bulls Head-Travis","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.88570608120985 40.85884365504171)","2","Bronx","206","15","78","33","15",,"573 E Fordham Road","E Fordham Road","Hughes Avenue","Hoffman Street","N","2023-08-07T00:00:00.000","Color: Black (BL2-2023-1867)","BACKLESS 2.0","40.85885194","-73.8857075","SEAT.2023.0259","Belmont","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.95418069504855 40.77005877182957)","1","Manhattan","108","5","76","28","12",,"1456 1 Avenue","1 Avenue","E 75 Street","E 76 Street","E","2018-04-26T00:00:00.000","Color: Silver (BL2-2018-0535)","BACKLESS 2.0","40.77006704","-73.95418213","SEAT.2018.0100","Upper East Side-Lenox Hill-Roosevelt Island","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.78560062186615 40.71232573612851)","4","Queens","408","24","29","11","5",,"175-67 Hillside Avenue","Hillside Avenue","Edgerton Boulevard","Kingston Place","N","2025-09-30T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.712334","-73.785602","SEAT.2025.0593","Jamaica Estates-Holliswood","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.98476456623091 40.57514476983176)","3","Brooklyn","313","47","46","23","8",,"1904 Surf Avenue","Surf Avenue","W 19 Street","W 16 Street","S","2019-07-20T00:00:00.000",,"WORLDS FAIR","40.575153","-73.984766","SEAT.2024.0236","Coney Island-Sea Gate","AE",,"1"
"POINT (-73.92225499955637 40.63313725275075)","3","Brooklyn","318","45","59","21","9",,"5608 Avenue H","Avenue H","E 56 Street","E 57 Street","S","2013-04-04T00:00:00.000","Color: Silver (BL1-2013-0494)","BACKLESS 1.0","40.6331455","-73.92225642","SEAT.2013.0186","Flatlands","X","AREA OF MINIMAL FLOOD HAZARD","2"
"POINT (-73.86206659513118 40.74974773168236)","4","Queens","404","21","39","13","14",,"103-12 Roosevelt Avenue","Roosevelt Avenue","National Street","104 Street","S","2018-06-01T00:00:00.000","Color: Silver (BB2-2018-0381)","BACKED 2.0","40.749756","-73.862068","SEAT.2018.0149","Corona","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.86789659959064 40.65779574958781)","3","Brooklyn","305","42","60","19","8",,"702 Vandalia Avenue","Vandalia Avenue","Erskine Street","Fountain Avenue","S","2024-09-03T00:00:00.000","Color: Leaning Bar ()","LEANING BAR","40.657804","-73.867898","SEAT.2024.0505","Spring Creek-Starrett City","X","AREA OF MINIMAL FLOOD HAZARD","3"
"POINT (-73.94511856517467 40.80020972465889)","1","Manhattan","111","9","68","30","13",,"20 E 116 Street","E 116 Street","Madison Avenue","5 Avenue","N","2023-06-06T00:00:00.000","Color: Leaning Bar (LB-EMP2019-0017)","LEANING BAR","40.800218","-73.94512","SEAT.2023.0117","East Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.83195041468743 40.889123607896686)","2","Bronx","212","12","83","36","16",,"1534 E 233 Street","E 233 Street","Secor Avenue","Dyre Avenue","S","2015-01-06T00:00:00.000","Color: Silver (BL1-2015-1227)","BACKLESS 1.0","40.88913191","-73.83195182","SEAT.2015.0015","Eastchester-Edenwald-Baychester","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.95014649899379 40.67168069140587)","3","Brooklyn","308","35","43","20","9",,"845 St. Johns Place","St. Johns Place","New York Avenue","Nostrand Avenue","N","2016-11-03T00:00:00.000","Color: Silver (BL1-2016-1777)","BACKLESS 1.0","40.67168894","-73.95014793","SEAT.2016.0166","Crown Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.90563257333146 40.87793470764726)","2","Bronx","208","11","81","31","13",,"5537 Broadway","Broadway","W 231 Street","Kimberly Place","W","2025-08-14T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.877943","-73.905634","SEAT.2025.0367","Kingsbridge-Marble Hill","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.98773224979918 40.63935085450201)","3","Brooklyn","312","39","48","22","10",,"4102 13 Avenue","13 Avenue","41 Street","42 Street","W","2014-07-03T00:00:00.000","Color: Silver (BL1-2014-1381)","BACKLESS 1.0","40.6393591","-73.98773369","SEAT.2014.0177","Borough Park","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.89980157833246 40.83129571678225)","2","Bronx","203","17","79","32","15",,"1306 Boston Road","Boston Road","E 169 Street","Union Avenue","E","2025-03-21T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.831304","-73.899803","SEAT.2024.0460","Morrisania","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.86869659812031 40.67594074576742)","3","Brooklyn","305","42","54","19","7",,"2789 Pitkin Avenue","Pitkin Avenue","Autumn Avenue","Hemlock Street","N","2025-03-26T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.675949","-73.868698","SEAT.2024.0085","East New York-City Line","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.94203325883471 40.83304561775024)","1","Manhattan","112","10","71","31","13",,"1970 Amsterdam Avenue","Amsterdam Avenue","W 157 Street","W 158 Street","W","2017-05-06T00:00:00.000","Color: Silver (BB1-2017-0037)","BACKED 1.0","40.8330539","-73.94203469","SEAT.2017.0080","Washington Heights (South)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.98909755938453 40.673587750250626)","3","Brooklyn","306","39","52","26","10",,"389 3 Avenue","3 Avenue","6 Street","3 Street","E","2025-09-08T00:00:00.000","Color: Leaning Bar ()","LEANING BAR","40.673596","-73.989099","SEAT.2025.0544","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.898777576501 40.859162711251464)","2","Bronx","205","15","86","33","13",,"2366 Grand Concourse","Grand Concourse","Field Place","E 184 Street","W","2023-05-01T00:00:00.000","Color: Silver (BB2-2023-1147)","BACKED 2.0","40.859171","-73.898779","SEAT.2023.0856","Fordham Heights","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.95909217921243 40.7091400795372)","3","Brooklyn","301","34","50","18","7",,"BUS SHELTER - Williamsburg Bridge Plaza","Havemeyer Street","Broadway","S 5 Street","W","2019-05-30T00:00:00.000","Color: Silver (BB2-2019-0506)","BACKED 2.0","40.70914834","-73.95909361","SEAT.2019.0080","Williamsburg","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.99875655629612 40.67659275054531)","3","Brooklyn","306","39","52","26","10",,"506 Court Street","Court Street","Luquer Street","Nelson Street","W","2025-02-11T00:00:00.000","Color: Black ()","BACKED 2.0","40.676601","-73.998758","SEAT.2024.0629","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.86167258787101 40.8692907080459)","2","Bronx","211","12","80","36","15",,"2955 Bronxwood Avenue","Bronxwood Avenue","Adee Avenue","Arnow Avenue","W","2025-09-11T00:00:00.000","Color: Leaning Bar ()","LEANING BAR","40.869299","-73.861674","SEAT.2025.0474","Allerton","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.9543649912302 40.7068687133902)","3","Brooklyn","301","34","50","18","7",,"392 Broadway","Division Avenue","Harrison Avenue","Hooper Street","S","2019-03-05T00:00:00.000","Color: Silver (BB2-2019-0456)","BACKED 2.0","40.70687697","-73.95436642","SEAT.2019.0050","South Williamsburg","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.9813495606115 40.685462748227586)","3","Brooklyn","302","33","52","26","10",,"510 Atlantic Avenue","Atlantic Avenue","Nevins Street","3 Avenue","S","2025-02-07T00:00:00.000","Color: Black ()","BACKED 2.0","40.685471","-73.981351","SEAT.2024.0039","Downtown Brooklyn-DUMBO-Boerum Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.91097768962086 40.77602401195592)","4","Queens","401","22","34","12","14",,"22-04 31st Street","31 Street","Ditmars Boulevard","23 Avenue","N","2016-11-30T00:00:00.000","Color: Silver (BB1-2016-2454)","BACKED 1.0","40.77603228","-73.91097911","SEAT.2016.0182","Astoria (North)-Ditmars-Steinway","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.97313856377019 40.6855947481073)","3","Brooklyn","302","35","57","26","10",,"102 Hanson Place","Hanson Place","S Oxford Street","Fulton Street","E","2014-12-31T00:00:00.000","Color: Silver ()","BACKED 2.0","40.685603","-73.97314","SEAT.2015.0214","Fort Greene","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.91982357292896 40.81674372051291)","2","Bronx","201","17","84","29","15",,"349 E 149 Street","E 149 Street","Courtlandt Avenue","Morris Avenue","N","2024-03-15T00:00:00.000","Color: Leaning Bar ()","LEANING BAR","40.816752","-73.919825","SEAT.2024.0016","Melrose","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.94257257270677 40.70051174415135)","3","Brooklyn","303","36","56","25","7",,"760 Broadway","Flushing Avenue","Throop Avenue","Broadway","S","2025-02-18T00:00:00.000","Color: Black ()","BACKED 2.0","40.70052","-73.942574","SEAT.2024.0588","Bedford-Stuyvesant (East)","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-74.01059594422819 40.60646517031392)","3","Brooklyn","311","50","47","17","11",,"1612 Bath Avenue","Bath Avenue","16 Avenue","Bay 13 Street","S","2018-01-10T00:00:00.000","Color: Silver (BL2-2018-0272)","BACKLESS 2.0","40.60647341","-74.01059739","SEAT.2018.0015","Bath Beach","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.88525294320164 40.75005592738887)","4","Queens","403","25","39","13","14",,"35-51 81 Street","81 Street","35 Avenue","37 Avenue","E","2013-06-18T00:00:00.000","Color: Silver (BB1-2013-0640)","BACKED 1.0","40.7500642","-73.88525435","SEAT.2013.0294","Jackson Heights","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.88848308773845 40.85833705126751)","2","Bronx","206","15","78","33","15",,"2465 Bathgate Avenue","Bathgate Avenue","188 Street","189 Street",,"2016-08-09T00:00:00.000","Color: Silver (BB1-2016-1773)","BACKED 1.0","40.85834534","-73.88848451","SEAT.2016.0141","Belmont","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-74.1141585220158 40.62908176383716)","5","Staten Island","501","49","63","24","11",,"748 Forest Avenue","Forest Avenue","Broadway","N Burgher Avenue","S","2025-03-13T00:00:00.000","Color: Black ()","BACKED 2.0","40.62909","-74.11416","SEAT.2024.0658","West New Brighton-Silver Lake-Grymes Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.95849827561045 40.64379555624554)","3","Brooklyn","314","40","42","21","9",,"2108 Cortelyou Road","Cortelyou Road","E 21 Street","Flatbush Avenue","S","2017-08-17T00:00:00.000","Color: Silver (BB1-2017-1784)","BACKED 1.0","40.6438038","-73.9584997","SEAT.2017.0215","Flatbush","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.9377595683602 40.80457572349379)","1","Manhattan","111","9","68","30","13",,"135 E 125 Street","E 125 Street","Lexington Avenue","Park Avenue","N","2023-10-12T00:00:00.000","Color: Black (BL2-2023-1096)","BACKLESS 2.0","40.804584","-73.937761","SEAT.2023.0692","East Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.99387015465258 40.76200340909654)","1","Manhattan","104","3","67","47","12",,"645 10 Avenue","10 Avenue","W 45 Street","W 46 Street",,"2013-02-08T00:00:00.000","Color: Silver (BB1-2013-0858)","BACKED 1.0","40.76201168","-73.9938716","SEAT.2013.0098","Hell's Kitchen","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.93805956513617 40.8460107155502)","1","Manhattan","112","10","72","31","13",,"4140 Broadway PLAZA","W 175 Street","Broadway","Wadsworth Avenue","W","2015-12-01T00:00:00.000","Color: Silver (BB1-2015-9008)","BACKED 1.0","40.846019","-73.938061","SEAT.2015.0193","Washington Heights (South)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.97682760259899 40.7803618391426)","1","Manhattan","107","6","67","47","12",,"100 W 77 Street","Columbus Avenue","W 76 Street","W 77 Street","W","2013-03-25T00:00:00.000","Color: Silver (BB1-2013-0476)","BACKED 1.0","40.78037011","-73.97682905","SEAT.2013.0166","Upper West Side (Central)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-74.015725551122 40.67688475061727)","3","Brooklyn","306","38","51","26","10",,"230 Conover Street","Conover Street","Van Dyke Street","Coffey Street","W","2025-02-07T00:00:00.000","Color: Black ()","BACKED 2.0","40.676893","-74.015727","SEAT.2024.0690","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","X","AREA OF MINIMAL FLOOD HAZARD","1"
"POINT (-73.91971157596927 40.7592147314877)","4","Queens","401","22","36","12","14",,"38-02 Broadway","Broadway","38 Street","Steinway Street","S","2025-02-25T00:00:00.000","Color: Black ()","BACKED 2.0","40.759223","-73.919713","SEAT.2024.0683","Astoria (East)-Woodside (North)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.93731656757348 40.80466172332637)","1","Manhattan","111","9","68","30","13",,"127 E 125 Street","Lexington Avenue","E 126 Street","E 125 Street","W","2025-05-31T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.80467","-73.937318","SEAT.2024.0639","East Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.73132102732491 40.76044379733783)","4","Queens","411","23","26","11","3",,"249-04 Horace Harding Expressway","Horace Harding Expressway","Marathon Parkway","251 Street","S","2015-01-28T00:00:00.000","Color: Silver (BL1-2015-1485)","BACKLESS 1.0","40.76045207","-73.73132239","SEAT.2015.0065","Douglaston-Little Neck","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.95322956420927 40.788325727028656)","1","Manhattan","111","8","68","29","12",,"1411 Madison Avenue","Madison Avenue","E 97 Street","E 98 Street","E","2025-03-20T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.788334","-73.953231","SEAT.2024.0452","East Harlem (South)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.87481758589895 40.82937571646536)","2","Bronx","209","18","85","34","14",,"1616 Westchester Avenue","Westchester Avenue","Stratford Avenue","Morrison Avenue","S","2025-05-07T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.829384","-73.874819","SEAT.2024.0470","Soundview-Bruckner-Bronx River","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","4"
"POINT (-73.88707684021865 40.74494359736719)","4","Queens","404","25","39","13","6",,"78-00 Broadway","Broadway","78 Street","Baxter Avenue",,"2019-01-24T00:00:00.000","Color: Silver (BB2-2019-0799)","BACKED 2.0","40.74495186","-73.88707825","SEAT.2019.0002","Elmhurst","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.9577385610717 40.816097721438275)","1","Manhattan","109","7","70","30","13",,"3212 Broadway","Broadway","W 125 Street","W 126 Street","E","2025-06-26T00:00:00.000","Color: Black ()","BACKED 2.0","40.816106","-73.95774","SEAT.2025.0104","Manhattanville-West Harlem","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.95956957416531 40.5789237684017)","3","Brooklyn","313","48","45","23","8",,"3163 Coney Island Avenue","Coney Island Avenue","Beach Avenue","Brighton 10 Street","E","2025-06-02T00:00:00.000","Color: Black ()","BACKED 2.0","40.578932","-73.959571","SEAT.2025.0176","Brighton Beach","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1"
"POINT (-74.02328555106301 40.63486375965317)","3","Brooklyn","310","47","64","17","10",,"6813 4 Avenue","4 Avenue","Bay Ridge Avenue","68 Street","E","2025-05-05T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.634872","-74.023287","SEAT.2024.0530","Bay Ridge","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.99173937169442 40.691178638395435)","3","Brooklyn","302","33","52","26","10",,"88 Court Street","Court Street","Linvingston Street","Schermerhorn Street","W","2012-06-19T00:00:00.000","Color: Silver (BL2-2012-0598)","BACKLESS 2.0","40.69118689","-73.99174081","SEAT.2012.0047","Brooklyn Heights","X","AREA OF MINIMAL FLOOD HAZARD","X"
